application_id,age,employment_status,annual_income,credit_score,existing_debt,debt_to_income_ratio,missed_payments_12m,postal_code,region_income_band,years_at_address,requested_limit,prior_customer,application_channel,postal_penalty,model_score,decision
APP-01966,67,Full-time,99799,627,8513,0.085,0,M4C,Medium,15,1000,No,Mobile,0.0,0.747,Approved
APP-01967,43,Unemployed,60102,660,16322,0.272,0,L8W,Low,12,5000,No,Branch,-0.48,0.352,Rejected
APP-01968,24,Full-time,49933,613,3434,0.069,0,M4B,Medium,7,3000,Yes,Online,0.0,0.485,Rejected
APP-01969,47,Full-time,66233,686,8266,0.125,0,M4B,Medium,11,5000,No,Online,0.0,0.608,Approved
APP-01970,38,Full-time,94644,707,12488,0.132,1,M6E,Low,5,7000,Yes,Online,-0.58,0.543,Approved
APP-01971,41,Full-time,53486,609,23088,0.432,0,M6E,Low,9,15000,No,Online,-0.58,0.242,Rejected
APP-01972,48,Contract,79866,719,12375,0.155,1,L6A,High,15,5000,No,Mobile,0.0,0.638,Approved
APP-01973,55,Full-time,81856,717,22741,0.278,0,K1X,Low,0,7000,Yes,Mobile,-0.55,0.492,Rejected
APP-01974,42,Part-time,29954,726,15813,0.528,0,L5N,Medium,8,10000,No,Online,0.0,0.324,Rejected
APP-01975,60,Full-time,52509,715,11180,0.213,1,M4B,Medium,15,7000,No,Online,0.0,0.37,Rejected
APP-01976,43,Full-time,86600,630,10268,0.119,0,L4W,High,9,3000,Yes,Mobile,0.0,0.658,Approved
APP-01977,23,Contract,47913,675,7538,0.157,1,K1X,Low,4,5000,No,Online,-0.55,0.326,Rejected
APP-01978,60,Full-time,71463,709,31322,0.438,2,K2C,Medium,6,15000,No,Branch,0.0,0.396,Rejected
APP-01979,70,Part-time,53847,778,21074,0.391,2,M2N,High,13,15000,Yes,Branch,0.0,0.376,Rejected
APP-01980,30,Full-time,59480,698,17526,0.295,0,M2N,High,16,5000,No,Branch,0.0,0.527,Approved
APP-01981,45,Contract,50287,705,6577,0.131,0,L8W,Low,1,10000,Yes,Branch,-0.48,0.373,Rejected
APP-01982,69,Full-time,78960,647,10139,0.128,1,L6A,High,5,3000,No,Branch,0.0,0.589,Approved
APP-01983,28,Contract,67628,626,7673,0.113,1,K2C,Medium,6,3000,No,Mobile,0.0,0.51,Approved
APP-01984,31,Full-time,65779,619,15393,0.234,1,L5N,Medium,0,15000,No,Online,0.0,0.342,Rejected
APP-01985,25,Contract,105635,659,9209,0.087,0,M3J,Low,10,2000,Yes,Mobile,-0.52,0.663,Approved
APP-01986,65,Full-time,91815,795,11008,0.12,0,M3J,Low,0,2000,No,Online,-0.52,0.626,Approved
APP-01987,57,Contract,31838,676,6992,0.22,0,M5V,High,5,5000,Yes,Online,0.0,0.384,Rejected
APP-01988,65,Full-time,56019,710,12822,0.229,1,L5N,Medium,8,5000,Yes,Online,0.0,0.488,Rejected
APP-01989,58,Contract,107676,721,15000,0.139,0,K2C,Medium,6,5000,Yes,Branch,0.0,0.767,Approved
APP-01990,49,Full-time,57157,638,11807,0.207,0,M5V,High,1,3000,No,Online,0.0,0.475,Rejected
APP-01991,25,Full-time,105079,674,24030,0.229,1,M5V,High,13,10000,No,Mobile,0.0,0.703,Approved
APP-01992,29,Full-time,52826,716,21378,0.405,0,L8W,Low,11,10000,Yes,Branch,-0.48,0.382,Rejected
APP-01993,68,Full-time,59788,714,9019,0.151,0,M4C,Medium,14,5000,No,Online,0.0,0.567,Approved
APP-01994,22,Full-time,76044,572,17979,0.236,0,M3J,Low,14,5000,Yes,Branch,-0.52,0.413,Rejected
APP-01995,21,Unemployed,65876,731,8395,0.127,0,M5V,High,16,7000,No,Mobile,0.0,0.624,Approved
APP-01996,60,Unemployed,72903,660,11734,0.161,0,K2P,Medium,11,7000,No,Branch,0.0,0.56,Approved
APP-01997,50,Full-time,95849,669,16654,0.174,0,M9C,High,5,5000,Yes,Online,0.0,0.759,Approved
APP-01998,31,Unemployed,74158,704,20360,0.275,0,M6E,Low,13,5000,Yes,Mobile,-0.58,0.474,Rejected
APP-01999,48,Full-time,63048,766,11588,0.184,0,M6E,Low,6,3000,Yes,Branch,-0.58,0.55,Approved
APP-02000,64,Full-time,94123,679,6766,0.072,0,M4B,Medium,7,3000,Yes,Online,0.0,0.677,Approved
APP-02001,32,Part-time,76280,747,16314,0.214,1,K1X,Low,10,5000,No,Online,-0.55,0.44,Rejected
APP-02002,59,Part-time,47296,603,18742,0.396,0,K1X,Low,0,7000,Yes,Online,-0.55,0.226,Rejected
APP-02003,46,Unemployed,103141,705,8832,0.086,0,L4W,High,7,7000,No,Mobile,0.0,0.746,Approved
APP-02004,33,Full-time,72063,652,21416,0.297,0,K1X,Low,8,7000,No,Online,-0.55,0.385,Rejected
APP-02005,28,Part-time,56654,698,20175,0.356,0,K1X,Low,3,5000,No,Online,-0.55,0.343,Rejected
APP-02006,48,Full-time,31125,682,8730,0.28,0,M5V,High,16,7000,Yes,Mobile,0.0,0.456,Rejected
APP-02007,50,Full-time,39204,616,22411,0.572,0,K2C,Medium,8,1000,No,Online,0.0,0.276,Rejected
APP-02008,29,Full-time,98102,649,21425,0.218,1,L6A,High,3,5000,No,Mobile,0.0,0.568,Approved
APP-02009,59,Unemployed,91814,592,30174,0.329,0,M6E,Low,0,7000,No,Online,-0.58,0.331,Rejected
APP-02010,51,Contract,65535,618,26482,0.404,2,L5N,Medium,12,5000,No,Online,0.0,0.332,Rejected
APP-02011,41,Contract,28636,708,9382,0.328,0,M6E,Low,2,5000,Yes,Online,-0.58,0.235,Rejected
APP-02012,67,Full-time,40934,668,22175,0.542,0,M6E,Low,5,5000,Yes,Mobile,-0.58,0.254,Rejected
APP-02013,54,Full-time,38272,711,19457,0.508,0,L4W,High,1,10000,No,Branch,0.0,0.318,Rejected
APP-02014,51,Full-time,30618,782,13261,0.433,2,M3J,Low,0,5000,No,Mobile,-0.52,0.178,Rejected
APP-02015,45,Full-time,100482,674,17684,0.176,0,L5N,Medium,15,7000,No,Branch,0.0,0.785,Approved
APP-02016,32,Full-time,101079,725,1357,0.013,0,K2C,Medium,13,15000,Yes,Online,0.0,0.768,Approved
APP-02017,21,Contract,43825,692,1162,0.027,0,M4B,Medium,15,7000,No,Online,0.0,0.563,Approved
APP-02018,42,Full-time,67343,850,1298,0.019,0,M2N,High,5,5000,Yes,Online,0.0,0.734,Approved
APP-02019,60,Full-time,37374,516,18425,0.493,4,M6E,Low,14,1000,Yes,Branch,-0.58,0.069,Rejected
APP-02020,57,Full-time,63726,651,17556,0.275,0,K2P,Medium,8,5000,No,Mobile,0.0,0.609,Approved
APP-02021,67,Full-time,97007,734,11383,0.117,1,M9C,High,14,5000,Yes,Online,0.0,0.773,Approved
APP-02022,21,Full-time,83417,649,26548,0.318,1,M4C,Medium,0,7000,No,Branch,0.0,0.521,Approved
APP-02023,21,Unemployed,82056,729,20210,0.246,0,L4W,High,12,5000,No,Mobile,0.0,0.647,Approved
APP-02024,62,Part-time,57005,679,4512,0.079,1,M6E,Low,2,15000,No,Online,-0.58,0.331,Rejected
APP-02025,62,Contract,86715,738,13296,0.153,1,K2C,Medium,11,3000,No,Mobile,0.0,0.679,Approved
APP-02026,41,Full-time,72140,620,9122,0.126,0,K1X,Low,12,7000,No,Online,-0.55,0.51,Approved
APP-02027,35,Full-time,74770,708,16198,0.217,0,M5V,High,3,5000,Yes,Branch,0.0,0.594,Approved
APP-02028,37,Full-time,65423,724,13086,0.2,1,M9C,High,14,5000,No,Online,0.0,0.604,Approved
APP-02029,42,Contract,66231,689,9519,0.144,1,K1X,Low,3,7000,No,Online,-0.55,0.374,Rejected
APP-02030,58,Contract,69189,698,26361,0.381,1,K2P,Medium,4,3000,No,Online,0.0,0.418,Rejected
APP-02031,55,Full-time,50754,748,16102,0.317,1,L8W,Low,8,2000,No,Mobile,-0.48,0.353,Rejected
APP-02032,65,Full-time,50052,598,11588,0.232,1,M4C,Medium,1,5000,Yes,Mobile,0.0,0.289,Rejected
APP-02033,36,Full-time,46056,697,12728,0.276,0,L5N,Medium,4,5000,Yes,Online,0.0,0.362,Rejected
APP-02034,28,Part-time,50708,631,24631,0.486,0,M9C,High,9,7000,Yes,Mobile,0.0,0.331,Rejected
APP-02035,67,Unemployed,60614,732,20879,0.344,1,M4C,Medium,4,15000,No,Branch,0.0,0.391,Rejected
APP-02036,37,Part-time,57652,644,13364,0.232,3,M4B,Medium,14,1000,No,Mobile,0.0,0.314,Rejected
APP-02037,37,Full-time,49327,546,8755,0.177,0,M3J,Low,9,5000,No,Online,-0.52,0.231,Rejected
APP-02038,46,Full-time,47994,725,9847,0.205,0,L8W,Low,8,7000,No,Online,-0.48,0.4,Rejected
APP-02039,33,Full-time,65754,667,12325,0.187,0,K1X,Low,0,15000,No,Branch,-0.55,0.369,Rejected
APP-02040,37,Full-time,85297,702,19250,0.226,2,K1X,Low,5,15000,Yes,Online,-0.55,0.369,Rejected
APP-02041,58,Full-time,67304,776,18596,0.276,0,M2N,High,16,7000,Yes,Online,0.0,0.636,Approved
APP-02042,37,Contract,62626,710,9421,0.15,0,M4C,Medium,14,5000,Yes,Online,0.0,0.598,Approved
APP-02043,68,Contract,47172,699,20105,0.426,4,L5N,Medium,5,2000,No,Online,0.0,0.233,Rejected
APP-02044,34,Full-time,56485,679,9340,0.165,2,M3J,Low,5,5000,Yes,Online,-0.52,0.252,Rejected
APP-02045,65,Contract,88926,635,9018,0.101,0,M2N,High,8,5000,No,Mobile,0.0,0.685,Approved
APP-02046,26,Full-time,86174,686,3153,0.037,3,M5V,High,10,7000,Yes,Online,0.0,0.61,Approved
APP-02047,55,Full-time,77924,791,5345,0.069,0,M6E,Low,3,5000,No,Online,-0.58,0.599,Approved
APP-02048,66,Full-time,84346,677,6864,0.081,0,M5V,High,2,7000,Yes,Online,0.0,0.69,Approved
APP-02049,34,Full-time,71861,681,14320,0.199,0,M4C,Medium,6,5000,No,Branch,0.0,0.563,Approved
APP-02050,67,Full-time,67722,751,8742,0.129,2,M3J,Low,5,7000,Yes,Branch,-0.52,0.432,Rejected
APP-02051,28,Full-time,68406,605,24987,0.365,1,K2C,Medium,7,2000,No,Mobile,0.0,0.477,Rejected
APP-02052,35,Full-time,56496,724,7973,0.141,0,L5N,Medium,6,2000,Yes,Online,0.0,0.661,Approved
APP-02053,47,Unemployed,62007,595,16988,0.274,3,L8W,Low,14,2000,No,Online,-0.48,0.166,Rejected
APP-02054,33,Full-time,71381,720,22542,0.316,0,L4W,High,10,10000,No,Mobile,0.0,0.545,Approved
APP-02055,69,Full-time,78897,697,13948,0.177,1,M2N,High,7,1000,Yes,Mobile,0.0,0.611,Approved
APP-02056,51,Full-time,65805,724,11953,0.182,1,K2P,Medium,13,7000,Yes,Branch,0.0,0.597,Approved
APP-02057,55,Part-time,101893,634,15529,0.152,0,L5N,Medium,12,3000,No,Online,0.0,0.719,Approved
APP-02058,26,Full-time,42223,661,10568,0.25,0,K2C,Medium,8,5000,No,Online,0.0,0.428,Rejected
APP-02059,25,Contract,77581,727,7494,0.097,3,K2P,Medium,7,10000,Yes,Online,0.0,0.57,Approved
APP-02060,42,Full-time,63258,662,18789,0.297,0,M4C,Medium,14,5000,No,Branch,0.0,0.523,Approved
APP-02061,69,Full-time,60539,724,11618,0.192,1,M6E,Low,0,3000,Yes,Online,-0.58,0.363,Rejected
APP-02062,43,Part-time,49374,702,21057,0.426,0,L5N,Medium,1,3000,Yes,Online,0.0,0.446,Rejected
APP-02063,45,Full-time,85848,673,18874,0.22,1,L6A,High,7,10000,Yes,Online,0.0,0.614,Approved
APP-02064,54,Full-time,75751,673,15664,0.207,0,K2C,Medium,9,5000,No,Online,0.0,0.585,Approved
APP-02065,46,Full-time,75505,682,22496,0.298,0,M6E,Low,13,5000,No,Online,-0.58,0.417,Rejected
APP-02066,67,Part-time,70546,686,9492,0.135,0,L6A,High,11,5000,No,Online,0.0,0.556,Approved
APP-02067,25,Full-time,54652,722,21186,0.388,2,L8W,Low,11,5000,No,Branch,-0.48,0.27,Rejected
APP-02068,46,Full-time,59302,662,21150,0.357,0,K1X,Low,13,3000,Yes,Online,-0.55,0.423,Rejected
APP-02069,40,Unemployed,68302,650,13590,0.199,1,L8W,Low,8,7000,No,Online,-0.48,0.358,Rejected
APP-02070,26,Full-time,27900,740,11492,0.412,3,M4B,Medium,2,7000,No,Online,0.0,0.233,Rejected
APP-02071,26,Contract,83213,675,15603,0.188,1,M5V,High,1,3000,Yes,Online,0.0,0.542,Approved
APP-02072,70,Contract,107671,660,28278,0.263,0,L5N,Medium,8,7000,Yes,Branch,0.0,0.706,Approved
APP-02073,38,Full-time,69146,545,14074,0.204,4,L8W,Low,14,10000,No,Online,-0.48,0.117,Rejected
APP-02074,24,Full-time,62443,641,10145,0.162,1,M2N,High,14,10000,No,Branch,0.0,0.5,Approved
APP-02075,37,Full-time,64598,652,21549,0.334,0,M2N,High,15,2000,Yes,Branch,0.0,0.588,Approved
APP-02076,34,Part-time,80236,668,13777,0.172,0,M2N,High,14,3000,Yes,Mobile,0.0,0.62,Approved
APP-02077,34,Part-time,55851,642,21762,0.39,2,K1X,Low,12,10000,Yes,Online,-0.55,0.25,Rejected
APP-02078,33,Contract,79636,744,24822,0.312,1,K2C,Medium,2,2000,Yes,Online,0.0,0.577,Approved
APP-02079,27,Unemployed,64365,655,0,0.0,0,M9C,High,1,1000,Yes,Branch,0.0,0.536,Approved
APP-02080,64,Part-time,98355,659,13037,0.133,0,L6A,High,6,10000,No,Online,0.0,0.664,Approved
APP-02081,35,Full-time,90859,691,14091,0.155,0,M6E,Low,2,3000,No,Online,-0.58,0.567,Approved
APP-02082,39,Full-time,54557,621,8964,0.164,1,M6E,Low,12,5000,Yes,Branch,-0.58,0.309,Rejected
APP-02083,63,Contract,62542,776,1070,0.017,0,L5N,Medium,0,5000,No,Online,0.0,0.636,Approved
APP-02084,67,Full-time,67097,742,2160,0.032,0,L4W,High,16,10000,Yes,Online,0.0,0.723,Approved
APP-02085,64,Full-time,63839,626,15231,0.239,1,L5N,Medium,3,3000,Yes,Branch,0.0,0.464,Rejected
APP-02086,55,Part-time,46946,746,10762,0.229,2,L5N,Medium,7,10000,No,Mobile,0.0,0.376,Rejected
APP-02087,37,Full-time,40929,749,10087,0.246,0,M3J,Low,14,5000,Yes,Mobile,-0.52,0.408,Rejected
APP-02088,55,Unemployed,86496,627,15161,0.175,0,K2P,Medium,10,5000,Yes,Online,0.0,0.6,Approved
APP-02089,39,Part-time,87116,634,8455,0.097,0,L6A,High,7,3000,No,Online,0.0,0.657,Approved
APP-02090,40,Full-time,83305,656,23531,0.282,0,K2C,Medium,14,3000,Yes,Online,0.0,0.581,Approved
APP-02091,56,Unemployed,66251,620,8954,0.135,3,L6A,High,12,5000,No,Online,0.0,0.301,Rejected
APP-02092,55,Full-time,101556,655,23837,0.235,1,M9C,High,1,5000,Yes,Mobile,0.0,0.615,Approved
APP-02093,52,Full-time,60096,660,15490,0.258,0,L8W,Low,8,10000,Yes,Online,-0.48,0.372,Rejected
APP-02094,68,Full-time,79532,718,9937,0.125,0,L5N,Medium,11,5000,No,Online,0.0,0.705,Approved
APP-02095,64,Full-time,39005,694,9428,0.242,1,M4B,Medium,8,5000,No,Mobile,0.0,0.396,Rejected
APP-02096,60,Full-time,63365,690,23897,0.377,1,L6A,High,6,5000,Yes,Mobile,0.0,0.556,Approved
APP-02097,44,Full-time,61195,663,19371,0.317,0,M4C,Medium,15,7000,No,Mobile,0.0,0.472,Rejected
APP-02098,37,Full-time,62821,618,9184,0.146,1,K2P,Medium,1,5000,No,Mobile,0.0,0.417,Rejected
APP-02099,27,Full-time,43641,731,14134,0.324,1,L6A,High,3,3000,No,Branch,0.0,0.366,Rejected
APP-02100,63,Contract,76670,721,0,0.0,1,K2C,Medium,6,10000,Yes,Online,0.0,0.71,Approved
APP-02101,70,Contract,86015,664,3979,0.046,2,L4W,High,3,5000,No,Online,0.0,0.593,Approved
APP-02102,21,Full-time,50611,629,9248,0.183,1,L5N,Medium,12,5000,No,Online,0.0,0.351,Rejected
APP-02103,55,Full-time,39848,768,10276,0.258,1,L8W,Low,1,5000,No,Online,-0.48,0.309,Rejected
APP-02104,52,Full-time,53659,712,21791,0.406,3,M5V,High,5,7000,No,Mobile,0.0,0.282,Rejected
APP-02105,56,Full-time,76419,720,0,0.0,0,L6A,High,3,3000,Yes,Online,0.0,0.709,Approved
APP-02106,33,Contract,53261,714,4505,0.085,0,M4B,Medium,2,1000,No,Online,0.0,0.539,Approved
APP-02107,26,Part-time,65087,632,16467,0.253,2,M2N,High,11,10000,No,Online,0.0,0.385,Rejected
APP-02108,34,Full-time,48178,780,14912,0.31,1,L4W,High,5,2000,No,Online,0.0,0.553,Approved
APP-02109,57,Full-time,96127,660,13252,0.138,3,K1X,Low,12,7000,No,Mobile,-0.55,0.414,Rejected
APP-02110,68,Full-time,68818,743,27667,0.402,0,M9C,High,5,2000,No,Branch,0.0,0.607,Approved
APP-02111,35,Part-time,81195,762,20022,0.247,2,M3J,Low,14,5000,Yes,Branch,-0.52,0.456,Rejected
APP-02112,67,Full-time,69377,686,24260,0.35,0,L8W,Low,10,1000,Yes,Online,-0.48,0.51,Approved
APP-02113,24,Unemployed,59746,617,15344,0.257,0,L8W,Low,7,5000,No,Branch,-0.48,0.347,Rejected
APP-02114,60,Contract,65814,561,9495,0.144,0,M2N,High,1,7000,No,Mobile,0.0,0.401,Rejected
APP-02115,36,Full-time,50946,688,10775,0.211,0,K2P,Medium,13,2000,No,Online,0.0,0.521,Approved
APP-02116,48,Part-time,52392,696,22194,0.424,0,L8W,Low,0,5000,No,Mobile,-0.48,0.246,Rejected
APP-02117,36,Contract,45860,658,19909,0.434,1,K2C,Medium,10,10000,Yes,Mobile,0.0,0.287,Rejected
APP-02118,24,Full-time,43896,697,12970,0.295,0,M4C,Medium,13,5000,No,Mobile,0.0,0.454,Rejected
APP-02119,65,Full-time,98055,706,19001,0.194,0,M3J,Low,7,7000,No,Branch,-0.52,0.565,Approved
APP-02120,46,Full-time,72520,753,20038,0.276,0,M2N,High,5,10000,No,Mobile,0.0,0.647,Approved
APP-02121,48,Contract,93883,685,9352,0.1,0,L6A,High,4,15000,No,Online,0.0,0.662,Approved
APP-02122,52,Part-time,49707,688,12096,0.243,3,L5N,Medium,1,10000,Yes,Mobile,0.0,0.293,Rejected
APP-02123,65,Part-time,44971,688,16426,0.365,0,M9C,High,12,3000,Yes,Mobile,0.0,0.413,Rejected
APP-02124,22,Contract,46400,692,1979,0.043,0,K2C,Medium,8,15000,Yes,Mobile,0.0,0.579,Approved
APP-02125,51,Contract,59903,670,16559,0.276,2,M9C,High,6,10000,Yes,Mobile,0.0,0.387,Rejected
APP-02126,23,Contract,64657,662,6625,0.102,1,K2P,Medium,14,10000,Yes,Online,0.0,0.539,Approved
APP-02127,28,Full-time,61283,665,21092,0.344,1,K2P,Medium,8,1000,No,Online,0.0,0.472,Rejected
APP-02128,44,Full-time,46583,691,30734,0.66,1,L8W,Low,3,15000,Yes,Online,-0.48,0.191,Rejected
APP-02129,35,Contract,69079,651,8420,0.122,3,M2N,High,4,7000,No,Mobile,0.0,0.32,Rejected
APP-02130,63,Contract,67157,665,5052,0.075,0,K2C,Medium,6,7000,Yes,Online,0.0,0.622,Approved
APP-02131,51,Part-time,73141,781,14441,0.197,4,L8W,Low,3,2000,Yes,Online,-0.48,0.304,Rejected
APP-02132,29,Full-time,86968,731,13843,0.159,2,M6E,Low,6,3000,No,Branch,-0.58,0.463,Rejected
APP-02133,59,Contract,57450,637,19125,0.333,0,M4C,Medium,7,15000,Yes,Branch,0.0,0.396,Rejected
APP-02134,65,Contract,85879,738,16138,0.188,1,L5N,Medium,12,5000,No,Mobile,0.0,0.705,Approved
APP-02135,22,Full-time,68687,733,11226,0.163,1,M5V,High,2,5000,Yes,Branch,0.0,0.606,Approved
APP-02136,28,Full-time,40008,692,13934,0.348,0,M2N,High,13,10000,Yes,Mobile,0.0,0.477,Rejected
APP-02137,27,Full-time,92599,643,7845,0.085,0,M6E,Low,13,2000,No,Branch,-0.58,0.541,Approved
APP-02138,64,Full-time,108406,653,19105,0.176,3,M5V,High,5,5000,Yes,Mobile,0.0,0.572,Approved
APP-02139,59,Full-time,71644,694,27026,0.377,0,L8W,Low,8,5000,Yes,Online,-0.48,0.466,Rejected
APP-02140,62,Full-time,69116,651,4917,0.071,0,M2N,High,8,3000,Yes,Online,0.0,0.635,Approved
APP-02141,36,Full-time,62615,758,2245,0.036,2,L6A,High,3,3000,No,Mobile,0.0,0.471,Rejected
APP-02142,55,Part-time,55649,766,11685,0.21,0,M4C,Medium,6,3000,Yes,Branch,0.0,0.682,Approved
APP-02143,50,Part-time,89293,696,4750,0.053,0,M5V,High,3,2000,No,Branch,0.0,0.701,Approved
APP-02144,30,Contract,63689,753,5566,0.087,1,M4B,Medium,14,5000,No,Online,0.0,0.622,Approved
APP-02145,58,Full-time,94131,667,4686,0.05,1,L5N,Medium,5,10000,No,Online,0.0,0.593,Approved
APP-02146,38,Full-time,68128,659,11945,0.175,0,L6A,High,2,5000,Yes,Online,0.0,0.619,Approved
APP-02147,70,Contract,56578,751,11620,0.205,3,K2C,Medium,5,3000,Yes,Online,0.0,0.459,Rejected
APP-02148,25,Full-time,53177,777,17113,0.322,0,M4B,Medium,5,2000,Yes,Online,0.0,0.621,Approved
APP-02149,49,Unemployed,50613,798,10559,0.209,0,L5N,Medium,7,10000,No,Online,0.0,0.575,Approved
APP-02150,59,Contract,76755,716,4783,0.062,0,L6A,High,5,15000,Yes,Online,0.0,0.737,Approved
APP-02151,54,Full-time,40699,737,14382,0.353,0,M4B,Medium,13,3000,No,Branch,0.0,0.519,Approved
APP-02152,63,Unemployed,45770,699,8290,0.181,0,L8W,Low,0,3000,No,Mobile,-0.48,0.284,Rejected
APP-02153,65,Full-time,91341,775,16885,0.185,0,M5V,High,15,5000,Yes,Branch,0.0,0.791,Approved
APP-02154,43,Full-time,50318,722,1636,0.033,2,L6A,High,8,7000,No,Mobile,0.0,0.488,Rejected
APP-02155,25,Part-time,76029,726,1200,0.016,1,M3J,Low,10,5000,Yes,Online,-0.52,0.556,Approved
APP-02156,50,Full-time,23366,620,4432,0.19,1,K1X,Low,7,5000,Yes,Branch,-0.55,0.208,Rejected
APP-02157,26,Unemployed,86602,669,12772,0.147,0,M3J,Low,0,7000,Yes,Online,-0.52,0.542,Approved
APP-02158,66,Full-time,41136,735,12490,0.304,4,M4B,Medium,4,15000,Yes,Online,0.0,0.225,Rejected
APP-02159,64,Full-time,48225,730,15459,0.321,0,K2C,Medium,11,2000,No,Branch,0.0,0.508,Approved
APP-02160,24,Part-time,79746,747,9347,0.117,0,M5V,High,6,15000,No,Online,0.0,0.632,Approved
APP-02161,49,Part-time,68867,697,8574,0.125,0,K2P,Medium,3,5000,Yes,Mobile,0.0,0.545,Approved
APP-02162,43,Full-time,80110,654,24533,0.306,2,K2P,Medium,13,7000,No,Online,0.0,0.439,Rejected
APP-02163,26,Full-time,40991,687,22682,0.553,2,M4B,Medium,10,5000,Yes,Mobile,0.0,0.253,Rejected
APP-02164,52,Contract,62338,701,20203,0.324,0,M2N,High,2,5000,Yes,Mobile,0.0,0.509,Approved
APP-02165,62,Full-time,52893,703,16662,0.315,1,L5N,Medium,4,7000,Yes,Online,0.0,0.413,Rejected
APP-02166,38,Contract,47517,645,16020,0.337,0,M9C,High,14,5000,No,Online,0.0,0.368,Rejected
APP-02167,35,Part-time,74726,675,8864,0.119,3,K2P,Medium,13,2000,No,Branch,0.0,0.425,Rejected
APP-02168,60,Contract,77475,677,16711,0.216,3,M3J,Low,2,5000,No,Online,-0.52,0.282,Rejected
APP-02169,52,Part-time,57936,567,7921,0.137,4,K2P,Medium,12,5000,No,Online,0.0,0.205,Rejected
APP-02170,29,Full-time,91409,736,7127,0.078,2,M4B,Medium,6,3000,Yes,Mobile,0.0,0.664,Approved
APP-02171,57,Part-time,49857,699,3178,0.064,2,K2P,Medium,5,10000,Yes,Mobile,0.0,0.495,Rejected
APP-02172,30,Contract,87472,697,18543,0.212,0,M6E,Low,1,3000,No,Mobile,-0.58,0.535,Approved
APP-02173,40,Full-time,70620,654,16846,0.239,3,L8W,Low,7,5000,No,Online,-0.48,0.265,Rejected
APP-02174,26,Unemployed,45476,730,11180,0.246,1,M2N,High,14,2000,Yes,Online,0.0,0.47,Rejected
APP-02175,68,Full-time,96167,636,12663,0.132,3,K1X,Low,2,5000,No,Online,-0.55,0.31,Rejected
APP-02176,23,Full-time,59499,661,489,0.008,0,L6A,High,15,3000,Yes,Online,0.0,0.614,Approved
APP-02177,62,Full-time,82192,717,17495,0.213,1,K1X,Low,14,5000,Yes,Online,-0.55,0.502,Approved
APP-02178,31,Unemployed,66622,710,12291,0.184,0,K2P,Medium,10,3000,No,Online,0.0,0.596,Approved
APP-02179,63,Full-time,74240,628,19572,0.264,1,M5V,High,5,1000,No,Mobile,0.0,0.468,Rejected
APP-02180,37,Contract,80222,777,15523,0.194,0,L5N,Medium,13,7000,Yes,Mobile,0.0,0.698,Approved
APP-02181,52,Contract,79225,648,19440,0.245,0,M4B,Medium,2,5000,Yes,Branch,0.0,0.588,Approved
APP-02182,24,Full-time,54341,675,15649,0.288,0,L8W,Low,6,3000,No,Mobile,-0.48,0.347,Rejected
APP-02183,24,Full-time,70070,778,16972,0.242,0,M6E,Low,9,1000,No,Online,-0.58,0.618,Approved
APP-02184,37,Contract,72219,577,21018,0.291,0,M4B,Medium,6,10000,No,Online,0.0,0.476,Rejected
APP-02185,61,Full-time,67844,596,13153,0.194,0,K2P,Medium,10,2000,No,Mobile,0.0,0.458,Rejected
APP-02186,39,Contract,63840,722,16603,0.26,3,L4W,High,11,10000,Yes,Mobile,0.0,0.389,Rejected
APP-02187,25,Full-time,71308,562,10195,0.143,1,M2N,High,15,5000,No,Branch,0.0,0.505,Approved
APP-02188,52,Full-time,102916,586,12382,0.12,0,M5V,High,7,3000,No,Online,0.0,0.69,Approved
APP-02189,42,Contract,62190,763,24455,0.393,1,L6A,High,8,7000,Yes,Mobile,0.0,0.518,Approved
APP-02190,26,Full-time,85719,668,18984,0.221,1,K2P,Medium,6,10000,Yes,Online,0.0,0.492,Rejected
APP-02191,55,Full-time,49347,803,11910,0.241,0,K1X,Low,1,5000,Yes,Online,-0.55,0.453,Rejected
APP-02192,42,Full-time,51636,641,16260,0.315,0,L4W,High,3,5000,Yes,Online,0.0,0.44,Rejected
APP-02193,21,Full-time,122975,672,5540,0.045,0,K2P,Medium,1,5000,No,Mobile,0.0,0.741,Approved
APP-02194,40,Full-time,73720,720,12952,0.176,0,M4C,Medium,12,10000,No,Online,0.0,0.668,Approved
APP-02195,42,Contract,70715,708,9026,0.128,1,M3J,Low,0,7000,No,Mobile,-0.52,0.369,Rejected
APP-02196,68,Full-time,74714,676,17663,0.236,0,K2C,Medium,4,3000,Yes,Online,0.0,0.618,Approved
APP-02197,31,Full-time,89331,654,13177,0.148,0,L5N,Medium,11,2000,No,Online,0.0,0.686,Approved
APP-02198,33,Part-time,74841,711,15284,0.204,4,M2N,High,4,3000,Yes,Mobile,0.0,0.373,Rejected
APP-02199,62,Full-time,78692,766,19919,0.253,0,M4C,Medium,15,3000,Yes,Online,0.0,0.747,Approved
APP-02200,23,Full-time,44946,732,11279,0.251,1,K2C,Medium,14,3000,No,Branch,0.0,0.476,Rejected
APP-02201,29,Unemployed,85211,663,10329,0.121,0,M9C,High,13,7000,Yes,Online,0.0,0.744,Approved
APP-02202,32,Contract,56238,627,15441,0.275,0,M3J,Low,9,2000,No,Mobile,-0.52,0.39,Rejected
APP-02203,43,Part-time,76091,652,8477,0.111,0,K2C,Medium,1,5000,No,Online,0.0,0.534,Approved
